0;0;0;0;land;false;unknown;0
1;150;189;230;land;false;plains;1
2;141;150;251;land;false;desert;1
3;141;163;200;land;false;mountain;1
4;205;251;198;land;true;mountain;1
5;250;145;139;land;false;plains;1
6;211;163;212;land;false;plains;1
7;238;234;74;land;false;desert;1
8;196;250;185;land;true;forest;1
9;207;209;105;land;false;forest;1
10;165;202;234;land;false;plains;1
11;123;164;252;land;false;desert;1
12;228;172;240;land;false;plains;1
13;157;166;207;land;false;desert;1
14;168;201;245;land;false;desert;1
15;205;208;108;land;false;desert;1
16;198;125;218;land;false;forest;1
17;167;109;243;land;false;desert;1
18;194;208;229;land;false;desert;1
19;247;186;113;land;false;plains;1
20;216;201;232;land;false;forest;1
21;247;125;210;land;false;plains;1
22;216;250;147;land;false;forest;1
23;179;196;179;land;false;hills;1
24;244;73;233;land;false;desert;1
25;244;148;240;land;false;plains;1
26;66;226;228;land;false;forest;1
27;214;236;55;land;false;mountain;1
28;137;228;211;land;false;desert;1
29;164;253;85;land;false;desert;1
30;145;186;178;land;false;forest;1
31;212;197;225;land;true;plains;1
32;154;224;212;land;false;desert;1
33;178;168;205;land;false;forest;1
34;201;182;231;land;false;desert;1
35;171;230;121;land;true;plains;1
36;177;245;143;land;true;mountain;1
37;106;159;248;land;false;plains;1
38;124;149;233;land;false;hills;1
39;173;231;198;land;false;desert;1
40;177;208;205;land;false;desert;1
41;197;137;220;land;false;forest;1
42;152;169;223;land;false;plains;1
43;74;245;187;land;false;forest;1
44;90;228;236;land;false;desert;1
45;207;157;217;land;false;mountain;1
46;194;213;115;land;false;forest;1
47;225;223;76;land;false;hills;1
48;220;148;169;land;true;plains;1
49;134;165;244;land;false;hills;1
50;43;212;246;land;true;mountain;1
51;118;246;252;land;false;desert;1
52;240;78;234;land;false;desert;1
53;226;225;209;land;false;plains;1
54;213;125;197;land;false;forest;1
55;246;194;136;land;false;hills;1
56;231;248;186;land;false;desert;1
57;175;221;157;land;false;desert;1
58;76;234;205;land;false;desert;1
59;153;227;165;land;false;desert;1
60;167;188;243;land;false;desert;1
61;229;69;239;land;false;desert;1
62;178;227;104;land;false;desert;1
63;27;254;228;land;false;desert;1
64;239;228;153;land;false;desert;1
65;165;223;169;land;false;desert;1
66;233;83;190;land;false;desert;1
67;84;245;177;land;false;forest;1
68;218;114;196;land;false;desert;1
69;173;163;230;land;false;plains;1
70;168;194;143;land;false;desert;1
71;251;172;167;land;false;desert;1
72;124;172;238;land;false;mountain;1
73;202;214;223;land;false;desert;1
74;174;158;177;land;false;forest;1
75;198;242;165;land;true;plains;1
76;196;220;156;land;false;plains;1
77;145;221;155;land;false;plains;1
78;180;225;159;land;false;hills;1
79;107;233;197;land;false;forest;1
80;195;240;200;land;false;plains;1
81;154;159;208;land;false;desert;1
82;198;101;202;land;false;plains;1
83;235;205;67;land;false;forest;1
84;214;245;97;land;false;plains;1
85;185;156;192;land;false;mountain;1
86;242;180;111;land;false;desert;1
87;116;225;174;land;false;desert;1
88;168;216;226;land;false;forest;1
89;239;194;160;land;false;desert;1
90;182;167;186;land;false;plains;1
91;148;239;240;land;false;forest;1
92;240;227;39;land;false;desert;1
93;232;227;71;land;false;desert;1
94;194;204;241;land;false;plains;1
95;207;89;220;land;false;mountain;1
96;254;245;3;land;false;plains;1
97;254;178;123;land;true;mountain;1
98;106;249;227;land;false;plains;1
99;227;190;161;land;false;mountain;1
100;127;204;202;land;false;plains;1
101;104;237;209;land;false;desert;1
102;167;167;231;land;false;mountain;1
103;211;247;250;land;false;desert;1
104;248;203;91;land;false;jungle;1
105;110;176;221;land;false;plains;1
106;99;177;253;land;false;forest;1
107;242;148;166;land;false;desert;1
108;232;210;98;land;false;plains;1
109;238;164;160;land;false;mountain;1
110;218;200;225;land;false;plains;1
111;230;221;181;land;false;plains;1
112;253;65;229;land;false;desert;1
113;227;169;226;land;false;plains;1
114;245;207;224;land;false;desert;1
115;181;240;207;land;true;hills;1
116;53;227;233;land;false;jungle;1
117;98;222;231;land;false;plains;1
118;234;246;209;land;false;mountain;1
119;231;124;193;land;false;desert;1
120;173;221;212;land;false;desert;1
121;152;137;224;land;false;mountain;1
122;115;150;237;land;false;desert;1
123;159;254;239;land;false;jungle;1
124;176;242;225;land;false;mountain;1
125;222;158;193;land;false;desert;1
126;193;154;200;land;false;plains;1
127;126;221;167;land;false;hills;1
128;235;156;114;land;false;jungle;1
129;201;186;230;land;false;jungle;1
130;192;152;181;land;false;hills;1
131;152;179;250;land;false;desert;1
132;186;182;146;land;false;forest;1
133;160;242;146;land;false;forest;1
134;140;218;230;land;false;desert;1
135;227;243;104;land;false;mountain;1
136;250;238;138;land;false;hills;1
137;169;239;187;land;false;mountain;1
138;214;159;196;land;false;plains;1
139;197;183;216;land;true;forest;1
140;138;181;190;land;false;plains;1
141;216;238;149;land;false;jungle;1
142;123;207;204;land;true;plains;1
143;246;196;192;land;false;desert;1
144;231;196;108;land;false;hills;1
145;226;106;251;land;false;desert;1
146;231;198;196;land;false;desert;1
147;217;173;204;land;false;desert;1
148;194;178;145;land;false;plains;1
149;124;186;199;land;false;plains;1
150;131;168;217;land;false;plains;1
151;110;202;246;land;false;desert;1
152;130;254;180;land;false;jungle;1
153;90;201;215;land;false;jungle;1
154;137;163;205;land;false;plains;1
155;246;116;145;land;true;forest;1
156;250;141;194;land;false;desert;1
157;224;103;183;land;false;plains;1
158;145;210;206;land;false;plains;1
159;146;227;231;land;false;desert;1
160;142;206;229;land;false;hills;1
161;245;168;216;land;false;mountain;1
162;199;240;223;land;false;plains;1
163;111;249;231;land;false;desert;1
164;211;233;77;land;false;plains;1
165;217;210;127;land;false;mountain;1
166;153;206;161;land;false;jungle;1
167;107;226;187;land;false;desert;1
168;253;166;238;land;false;forest;1
169;225;105;246;land;false;plains;1
170;233;230;154;land;false;jungle;1
171;167;201;194;land;false;plains;1
172;127;188;238;land;false;desert;1
173;80;234;189;land;false;plains;1
174;243;207;197;land;false;desert;1
175;247;233;160;land;false;forest;1
176;233;253;207;land;false;plains;1
177;228;243;174;land;false;plains;1
178;134;232;222;land;false;forest;1
179;218;226;178;land;false;forest;1
180;213;153;196;land;false;desert;1
181;253;156;146;land;false;forest;1
182;134;246;227;land;false;forest;1
183;121;171;229;land;false;mountain;1
184;182;155;234;land;false;jungle;1
185;234;137;145;land;false;plains;1
186;111;219;192;land;false;hills;1
187;199;135;236;land;false;plains;1
188;230;214;101;land;false;desert;1
189;168;181;154;land;false;desert;1
190;239;231;33;land;false;desert;1
191;200;186;136;land;false;plains;1
192;233;199;240;land;false;desert;1
193;157;116;243;land;false;hills;1
194;200;225;203;land;false;hills;1
195;175;184;205;land;false;mountain;1
196;111;241;184;land;false;desert;1
197;167;251;86;land;false;desert;1
198;238;81;243;land;false;desert;1
199;136;148;242;land;false;plains;1
200;229;64;219;land;false;forest;1
201;242;221;151;land;false;plains;1
202;225;216;147;land;false;hills;1
203;231;95;236;land;false;plains;1
204;205;253;63;land;false;forest;1
205;229;231;92;land;false;desert;1
206;219;109;175;land;false;forest;1
207;176;209;138;land;false;desert;1
208;247;160;182;land;false;desert;1
209;195;119;205;land;false;plains;1
210;168;253;116;land;false;desert;1
211;251;162;173;land;false;desert;1
212;162;138;227;land;false;plains;1
213;236;93;186;land;false;forest;1
214;161;192;242;land;false;forest;1
215;232;108;240;land;false;desert;1
216;212;239;150;land;false;desert;1
217;234;204;172;land;false;plains;1
218;199;193;119;land;false;forest;1
219;140;228;162;land;false;plains;1
220;179;245;177;land;false;hills;1
221;121;252;183;land;false;plains;1
222;246;37;242;land;false;desert;1
223;137;204;211;land;false;desert;1
224;157;229;218;land;false;jungle;1
225;166;217;232;land;false;hills;1
226;222;228;69;land;true;forest;1
227;182;164;201;land;false;desert;1
228;170;176;195;land;false;desert;1
229;209;178;229;land;false;plains;1
230;135;238;153;land;false;forest;1
231;139;221;236;land;false;forest;1
232;241;139;241;land;false;forest;1
233;171;167;253;land;false;desert;1
234;206;253;168;land;false;desert;1
235;91;246;234;land;false;forest;1
236;192;208;203;land;false;plains;1
237;168;190;151;land;false;plains;1
238;210;156;171;land;false;forest;1
239;216;131;174;land;true;hills;1
240;179;208;254;land;false;desert;1
241;168;107;243;land;false;desert;1
242;191;134;180;land;false;mountain;1
243;241;115;252;land;false;hills;1
244;212;219;82;land;false;plains;1
245;196;180;209;land;false;hills;1
246;140;143;223;land;false;plains;1
247;250;102;174;land;false;plains;1
248;210;160;235;land;true;plains;1
249;210;214;230;land;false;forest;1
250;234;214;217;land;false;forest;1
251;209;191;168;land;false;desert;1
252;234;247;242;land;false;plains;1
253;193;235;80;land;false;plains;1
254;227;126;169;land;false;desert;1
255;194;170;193;land;true;mountain;1
256;225;170;214;land;false;plains;1
257;202;247;178;land;false;desert;1
258;240;195;68;land;false;desert;1
259;187;252;80;land;false;plains;1
260;95;206;204;land;false;desert;1
261;172;224;169;land;false;mountain;1
262;241;250;173;land;false;plains;1
263;142;253;225;land;false;desert;1
264;201;63;250;land;false;plains;1
265;114;209;201;land;false;desert;1
266;241;100;198;land;false;mountain;1
267;248;196;78;land;false;desert;1
268;185;173;180;land;false;plains;1
269;240;190;179;land;false;desert;1
270;186;131;241;land;false;desert;1
271;143;159;252;land;false;plains;1
272;252;250;34;land;true;forest;1
273;134;242;176;land;false;plains;1
274;142;194;178;land;false;desert;1
275;125;175;224;land;false;jungle;1
276;202;229;124;land;false;desert;1
277;191;108;227;land;false;jungle;1
278;222;221;104;land;true;plains;1
279;145;229;164;land;false;forest;1
280;217;226;61;land;true;plains;1
281;73;235;225;land;false;plains;1
282;253;194;55;land;false;desert;1
283;236;190;97;land;false;plains;1
284;167;178;166;land;false;desert;1
285;172;244;142;land;false;plains;1
286;198;230;232;land;false;forest;1
287;251;239;172;land;true;forest;1
288;155;140;240;land;false;desert;1
289;194;202;232;land;true;desert;1
290;229;114;159;land;false;desert;1
291;88;212;227;land;false;jungle;1
292;162;212;165;land;false;desert;1
293;183;225;146;land;false;desert;1
294;242;205;225;land;false;plains;1
295;254;215;76;land;false;desert;1
296;102;222;217;land;false;desert;1
297;82;250;204;land;false;plains;1
298;125;214;232;land;false;desert;1
299;44;248;230;land;false;desert;1
300;149;214;154;land;true;desert;1
301;153;191;219;land;true;forest;1
302;17;246;251;land;false;plains;1
303;188;210;209;land;false;desert;1
304;248;186;67;land;false;plains;1
305;68;187;254;land;false;plains;1
306;228;25;248;land;false;plains;1
307;66;198;246;land;false;forest;1
308;243;165;214;land;false;plains;1
309;112;253;232;land;false;plains;1
310;91;227;196;land;false;mountain;1
311;205;211;133;land;true;forest;1
312;212;182;206;land;false;forest;1
313;208;164;254;land;true;desert;1
314;230;170;117;land;false;desert;1
315;220;166;140;land;false;plains;1
316;248;127;200;land;true;desert;1
317;233;90;237;land;false;hills;1
318;109;216;231;land;false;plains;1
319;204;223;206;land;false;plains;1
320;95;249;228;land;false;plains;1
321;214;125;219;land;false;desert;1
322;144;230;141;land;false;hills;1
323;155;229;164;land;false;plains;1
324;166;116;238;land;false;plains;1
325;213;249;52;land;false;desert;1
326;186;149;220;land;false;desert;1
327;137;206;160;land;false;plains;1
328;112;188;228;land;false;desert;1
329;44;227;238;land;false;mountain;1
330;254;90;242;land;false;desert;1
331;243;102;238;land;false;desert;1
332;152;180;203;land;false;plains;1
333;137;246;225;land;false;forest;1
334;180;166;236;land;false;plains;1
335;166;222;139;land;false;hills;1
336;249;126;169;land;false;desert;1
337;251;143;122;land;false;forest;1
